PRODUCT_KEY,PRODUCT_NUMBER,EDP_CODE,DESCRIPTION,SUBTYPE_CODE,SUBTYPE_DESC,TYPE_CODE,TYPE_DESC,LINE_CODE,LINE_DESC,ACTIVE_FLAG,EFF_FM_DT,EFF_TO_DT
0,0,DUMMY,DUMMY,DUMMY,DUMMY,DUMMY,DUMMY,DUMMY,DUMMY,Y,29-05-2019,31-12-9999
1,103,NUK2345Z,2344Z MITA COPIER,BW_04,B&W COPIER 60-89 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
2,105,NUK885313,LANIER PLEASE USE CT116BLK,3000,TONER,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
3,110,NUKB0474114,SEE B0471114,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
4,113,NUK127067,127067 4 / 5 PORT SWITCH,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
5,120,NUKAC1035,DWP AFICIO 1035 AC1035,BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
6,122,NUKB390170,C4952A HP 81 MAGENTA CLNR PRINTHEAD,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
7,123,NUK930495,RP3700 CRIMSON RISO INK,3006,INK,4111401,SUPPLY,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
8,1005,NUKGX3050,PLEASE USE GX3050N,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
9,1007,NUKBRRRHVFR,REX ROTARY GBC STEAMPUNCH PK25,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
10,1011,NUK289914,289914 EXTRA WORKSTATION LIC SUPPORT,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
11,1012,NUKBS2ST2GRN,S2 2 GREEN VELOBIND STRIPS 51x297,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
12,1025,NUKCMR080A,CMR080A 2808 COPIER *EXPORT ONLY,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
13,1027,NUK423C,XEROX 423C COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
14,1029,NUKCK-72,CAR KIT - MPC2500/3000 MPC3500/4500,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
15,1030,NUKCLC350,CANON CLC350 COLOUR COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
16,1031,NUKNEFAX 2,# NEC NEFAX 2 THERMAL FAX MACHINE,FP_TO,FAX PLAIN PAPER TONER PRINTING,4111101,MACHINE,510,FACSIMILE,Y,29-05-2019,31-12-9999
17,1035,NIEBX420010,BANTEX HEAVY DUTY CLIP BOARD,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
18,1036,NIE3M93873,SCOTCH TAPE CLEAR 25M X 66M PKT 6,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
19,1038,NIE400262,PKT (200) A/4 FR-BLUE BOARDS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
20,1046,NUKCLC900,CANON CLC900 COLOUR COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
21,1047,NUKCMRA08A,CMRA08A NASH 581AO AO COPIER *EXPORT,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
22,1049,NUKDEST OCR,DEST OCR IMAGE SCANNER,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
23,1050,NUKM4115,4115 COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
24,1055,NUKPANASONIC UF260,# PANASONIC UF260 THERMAL FAX M/C,FP_TO,FAX PLAIN PAPER TONER PRINTING,4111101,MACHINE,510,FACSIMILE,Y,29-05-2019,31-12-9999
25,1057,NUKFT4222,DWP RICOH 4222 FT4222,BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
26,1061,NUKDSC424EA,DSC424 EASY ACCESS COPIER,CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
27,1062,NUKFAX6500,INFOTEC 6500 FAX MACHINE,FP_TO,FAX PLAIN PAPER TONER PRINTING,4111101,MACHINE,510,FACSIMILE,Y,29-05-2019,31-12-9999
28,1063,NUKDSM730EAB,DSM730 EASY ACCESS WITH BOOKMASTER,BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
29,1072,NUKM1290DF,1290DF COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
30,1075,NUKRSR820,RECYCLED SR820 FINISHER,1010,FINISHER,4111202,OPTION REFURBISHED,120,B/W MFP,Y,29-05-2019,31-12-9999
31,1078,NUKS511,S511 SORTER,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
32,1079,NUKZ560A/MB,Z560-EF PHASER 40MB Z560A/MB,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
33,1080,NUKTA212RE,TRIUMPH ADLER 212RE,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
34,1081,NUKTEKIISD,refer to 4684 / TEKIISDX,3099,OTHER SUPPLY,4111401,SUPPLY,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
35,1083,NUKB390717,HP U3799A 3 YEAR ON SITE WARR DJ4200,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
36,1085,NUKB390596,EXTENDED WARRANTY 3 YEARS HP100,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
37,1089,NUK1170063,LANIER PLEASE USE CSC760A,3005,STAPLE,4111401,SUPPLY,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
38,1092,NUK4800028,LANIER PLEASE USE A2929640,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
39,1100,NUK411734,LANIER PLEASE USE CSC910,3005,STAPLE,4111401,SUPPLY,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
40,1103,NUK80HICOPROG42,LCS PROGRAM CARD ACCESS CODE 42 UNIT,3099,OTHER SUPPLY,4111401,SUPPLY,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
41,1107,NUK2320Z,2320ZR PLAIN PAPER COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
42,1109,NUK857879,A4 200GSM REYPRINT COLOUR COPIER 250,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
43,1112,NUK9780477,CUTTING BLADE VB50 861B001G00,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
44,1115,NUKB390123,C6074B HP DESIGNJET 1050CEN 64MB A0,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
45,1118,NUK4800012,LANIER PLEASE USE A1339640,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
46,1119,NUK5860CARDREADU,5860 CARD READER UNITS,3099,OTHER SUPPLY,4111401,SUPPLY,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
47,1121,NUK888256,REFER TO DT338YLW,3000,TONER,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
48,1123,NUK9781128,CONTROL PANEL PCB VB270 *,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
49,1124,NUKAC017,LANIER AC017 110V PRINTER DSM516,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
50,1125,NUKAPRICOT 15 VDU,APRICOT 15 INCH MONITOR,OTHER,OTHER MACHINE,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
51,1130,NUK9781856,SWITCH PANEL BMV373M *,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
52,1134,NUK857834,4CC DIGITAL ART GLOSS 150GSM A4 250,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
53,1135,NUK930778,RZ200EP A4 MASTERS PACK 2 S4250,3006,INK,4111401,SUPPLY,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
54,1139,NUK9781467,PART UNKNOWN******,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
55,1142,NUKAG2100,AGFA REPRO CAMERA 2100,OTHER,OTHER MACHINE,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
56,1143,NUKB/020009,AMBERSIL 40+,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
57,1158,NUK761000,COLORIT ICE BLUE A4 80GSM 500 SHEETS,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
58,1159,NUK888145,LANIER PLEASE USE CT31MGT,3000,TONER,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
59,1168,NIEHT30231,RAPESCO STAPLER & REMOVER KIT,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
60,1169,NIEG282AO,WIDE FORMAT COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
61,1170,NIEC13T044140,EPSON DURA BRITE STYLUS C64/84 BLK,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
62,1171,NIEKF3472,C6 WHT 90GM S/S,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
63,1174,NIEKF3536,MANILLA 16 X 12 ENVELOPES (250),4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
64,1175,NIEKF3527,C4 MANILLA GUSSET PK 100,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
65,1176,NIEKF01044,STAPLER 1/2 STRIP,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
66,1177,NIEKF01229,5 SCISSORS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
67,1179,NIEKFA41BG06,A4 DESK DAIRY - BURGANDY 2006,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
68,1181,NIE3M93619,3M POSTIT FILING TAB ASSTD,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
69,1182,NIEKFA53BG06,A5 DESK DAIRY - BURGANDY 2006,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
70,1189,NIEHTCLD,RAPESCO CLIPS ASSORTED PKT 50,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
71,1194,NIEKF89361,QCONNECT LABELS 89 X 36 PKT 8000,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
72,1210,NUK2332ZD,2332ZD COPIER,BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
73,1213,NUK5812TOWER,5812 TOWER REF BILLING ONLY,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
74,1218,NIE203459,PRINTING,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
75,1220,NUKB390673,C4713A HP DESIGNJET 430 24 PLOTTER,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
76,1227,NUKCOLORADO T1000,COLORADO T1000 INTERNAL TAPE DRIVE,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
77,1235,NUK4688-P2,TCP/IP PROTOCOL,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
78,1241,NUK5485,LANIER 5485 85PPM DIG COP DMR85,BW_04,B&W COPIER 60-89 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
79,1242,NUKDPINET500EB,BANIAN VINES PRINT SERVER ADAM,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
80,1245,NUKF4430NFPDI,F4430NF FAX PDI,FP_TO,FAX PLAIN PAPER TONER PRINTING,4111101,MACHINE,510,FACSIMILE,Y,29-05-2019,31-12-9999
81,1267,NUKBRRDDP184,REX ROTARY RICOH PRINTING SVS PK25,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
82,1277,NUKDF34,RICOH DF34,1005,DOCUMENT FEEDER,4111201,OPTION,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
83,1280,NUKFAX85,FAX 85,FP_TO,FAX PLAIN PAPER TONER PRINTING,4111101,MACHINE,510,FACSIMILE,Y,29-05-2019,31-12-9999
84,10050,NUKM3018,3018 COPIER (CMR181),BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
85,10066,NUKVB363,VB363 PUNCH/BINDER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
86,10105,NUKDIGME4,2 M/B MEMORY DIGML12/16A,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
87,10119,NUKDMU11,PCU UNIT TYPE270 3227 2822 2827 D422,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
88,10120,NUKM7112,DRY COPIER 7112,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
89,10143,NUK6545TBLK,rubbish toner,3000,TONER,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
90,10176,NUK973319,START KIT PPF/FCSO/P391/9660 FSKT30,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
91,10237,NUKCD110BLK,REFER TO A2199640,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
92,10284,NUK953221,OFFSET PRINTING 1 COLOUR 500 SHEETS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
93,10302,NUKAFICIO551,RICOH AFICIO 55CPM COPIER DMR55A,BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
94,10365,NUKAP3800C,RICOH AP3800C COLOUR PRINTER DSC38,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
95,10367,NUK918105,COPIER PARTS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
96,10398,NUKOP7125S,7125S OPERATING INST BOOKLET,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
97,10422,NUK953224,CLEAR COVERS COMB BIND PUNCHED PACK,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
98,10473,NUKM3133,COPIER (CMR331),BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
99,10495,NUKCMR332,CMR332 2533ZD 3133LD 33cpm COPIER,BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
100,10499,NUKSC240,240 SORTER,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
101,10520,NUK5030CARDDISP,5030 CARD DISPENSER REVALUER,3099,OTHER SUPPLY,4111401,SUPPLY,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
102,10593,NUKM3133LD,NASHUATEC 3133LD COPIER (CMR332),BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
103,10598,NUK4301762-05,REFER TO 9779218,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
104,10619,NUK953145,PRINTING BLOCKS AND HOT FOIL PROOFS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
105,10659,NUKS512,S512 SORTER,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
106,10665,NUK953249,OFFSET PRINTING 2 COLOURS 500 SHEETS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
107,10723,NUK956483,WINDOW CUTTING 250 SHEETS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
108,10779,NUK0001504,REMANUFACTURED LR027,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
109,10792,NUK9660,GESTETNER PLAIN PAPER FAX (fcso),FP_TO,FAX PLAIN PAPER TONER PRINTING,4111101,MACHINE,510,FACSIMILE,Y,29-05-2019,31-12-9999
110,10805,NUKRDT32BLK,REX TONER CARTRIDGE P7026 400666,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
111,10806,NUKAFICIO1035,AFICIO 1035 RICOH 35CPM DIG COP,BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
112,10808,NUK953272,HOT FOIL PRINTING MED SETTING 500 SH,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
113,10814,NUK887961,CD113MGT PDI USE ONLY,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
114,10845,NUK926256,2ND YEAR FULLY COMP M/A FOR T-51 ATT,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
115,10857,NUKVB170R,�REFER TO BMV170,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
116,10901,NUK956500,HOT FOIL PRINTING ON HARD COVERS,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
117,10929,NUK953201,WINDOW CUTTING,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
118,10966,NUKVB170,�REFER TO BMV170,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
119,10988,999699,SAMPLE BLACK TONER 3000sampl**,3000,TONER,4111401,SUPPLY,140,COLOUR MFP,Y,29-05-2019,31-12-9999
120,10996,20013,DEPLIANT CP6244 - Q10,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
121,11006,10878,DPFU3MLEF SHEET FEEDER SAMPLE*,1099,OTHER OPTION,4111201,OPTION,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
122,11014,17209,CT114BLKNRIC TONER BLK 1X220G,3099,OTHER SUPPLY,4111401,SUPPLY,140,COLOUR MFP,Y,29-05-2019,31-12-9999
123,11020,NUKCPIF16-600,CPIF16 600 DPI COPYPRINTER I/FACE,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
124,11030,NUK4280DBLK,BLACK DEV 4280 2580 2682 4582 CD73 K,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
125,11042,NUK2527ZD,GESTETNER copier (CMR272),BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
126,11136,NUKRF11,SMSO REVERSE DF -7140/50/3943,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
127,11161,16175,KXFP181 FILM THERM (X2),3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
128,11168,15809,PS7100XRIC 2000 sheet LCT**,1099,OTHER OPTION,4111201,OPTION,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
129,11182,411191,CS390XRIC 9 BIN MAILBOX**,1012,MAILBOX,4111201,OPTION,120,B/W MFP,Y,29-05-2019,31-12-9999
130,11184,413926,RPCS PRINT UNIT TYPE 5000 RPL,2000,PRINT CONTROLLER,4111203,CONTROLLER,120,B/W MFP,Y,29-05-2019,31-12-9999
131,11187,410346,AF220 DIGITAL COPIER,BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
132,11243,69982660,CPU11BLKCMCO PROCESS UN. BLK**,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
133,11253,20095,DEPLIANT MP1100-1350,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
134,11264,412212,DIF3260JOGCGRIC JOGGER UNIT,1099,OTHER OPTION,4111201,OPTION,120,B/W MFP,Y,29-05-2019,31-12-9999
135,11275,15990,HP4100MP Toner noir GDE CAPA,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
136,11279,209783,CMR222ECJRCK COPIER 120/60I$**,OTHER,OTHER MACHINE,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
137,11281,11206,DT48BLKCLEF TONER BLACK 6K @,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
138,11284,2654523,2430GAMCH COPIER 230/50*,OTHER,OTHER MACHINE,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
139,11287,20047,DEPLIANT MP 3500/MP 4500,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
140,11288,10319,CPMT2GGRM MASTERS 16D B4/10@,3007,MASTER,4111401,SUPPLY,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
141,11302,16155,HPLJ9500 TONER JAUNE LJ9500,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
142,11306,20103,DEPLIANT MP9000,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
143,11310,20107,DEPLIANT P7431cn,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
144,11333,16165,HPLJ4600 TONER MAGENTA LJ4600,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
145,11336,20127,DEPLIANT DSc460,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
146,11380,885412,DT38MGTGRPL TONER MAGENTA @*,3000,TONER,4111401,SUPPLY,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
147,11389,402887,SP3200RAI print cartridge,3002,AIO,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
148,11391,402277,RCY21G700**,3000,TONER,4111401,SUPPLY,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
149,11395,20051,DEPLIANT MP C3500/C4500,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
150,11399,885031,DT12BLKCRPL TONER BLK 700G EA@,3000,TONER,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
151,11401,16016,UF560 TONER NOIR,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
152,11402,16273,CLC1000 TONER MAGENTA,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
153,11427,960236,CT165CYNXSAMPLE CYAN**,3000,TONER,4111401,SUPPLY,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
154,11435,208392,2513ZGARAI COPIER 220/50 CH**,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
155,11450,412123,RICOH DIGITAL COPIER AF3228C,CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
156,11455,413880,MP5000BCGRPL DIG COPIER,BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
157,11458,430439,1210D TONER CASSETTE,3000,TONER,4111401,SUPPLY,510,FACSIMILE,Y,29-05-2019,31-12-9999
158,11469,888250,DT338CYNCRIC TONER CYAN 275G**,3000,TONER,4111401,SUPPLY,140,COLOUR MFP,Y,29-05-2019,31-12-9999
159,11470,412865,G3TYPEC3000XRIC G3 UNIT EU,1007,FAX OPTION,4111201,OPTION,130,B TO C MFP,Y,29-05-2019,31-12-9999
160,11478,9000053,CMR271CARIC COPIER 220/50JP**,BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
161,11480,887873,TONER CYN M5603 1170231*,3000,TONER,4111401,SUPPLY,140,COLOUR MFP,Y,29-05-2019,31-12-9999
162,11485,16179,UF490 TAMBOUR,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
163,11486,209496,DF65MRIC RADF Ricoh Brand**,1005,DOCUMENT FEEDER,4111201,OPTION,120,B/W MFP,Y,29-05-2019,31-12-9999
164,11494,887705,CT103BLKGRIC Toner Blk.380g$!@,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
165,11496,413843,NRG MP C3500 ARDF VERSION,CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
166,11497,11056,DT5CYNCLEF TONER CYAN@,3099,OTHER SUPPLY,4111401,SUPPLY,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
167,11510,11043,DML24ECALEU PRINTER 220-240*,OTHER,OTHER MACHINE,4111101,MACHINE,210,B/W PRINTER,Y,29-05-2019,31-12-9999
168,11516,889490,CT98BLKMRPL TONER 1X415G#,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
169,11518,401009,CMR121 NRG COPIER,BW_01,B&W COPIER 1-19 CPM,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
170,11522,20193,RIMP2500SP06GBN,3099,OTHER SUPPLY,4111401,SUPPLY,120,B/W MFP,Y,29-05-2019,31-12-9999
