PRODUCT_KEY,PRODUCT_NUMBER,EDP_CODE,DESCRIPTION,SUBTYPE_CODE,SUBTYPE_DESC,TYPE_CODE,TYPE_DESC,LINE_CODE,LINE_DESC,ACTIVE_FLAG,EFF_FM_DT,EFF_TO_DT
1749,1266074,414584M-1266073,ATO model 414584M (MP8000SP),BW_04,B&W COPIER 60-89 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
1750,1059353,4409891620,SR-3560H,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1751,1266106,414557,CASTER TABLE TYPE A,1099,OTHER OPTION,4111201,OPTION,130,B TO C MFP,Y,29-05-2019,31-12-9999
1752,1266390,413336M-1266389,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
1753,1059362,4409891680,BL-4560D,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1754,1266432,414502M-1266431,ATO model 414502M (RICOH MP4000BAD),BW_03,B&W COPIER 40-59 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
1755,1059373,4409850730,D-2060,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1756,1266458,402804M-1266457,ATO model 402804M (SP 4110),PB_04,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,4111101,MACHINE,210,B/W PRINTER,Y,29-05-2019,31-12-9999
1757,1059377,4409853780,D-2460,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1758,1266474,414465M-1266473,ATO model  414465M (MP2550CSP),BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
1759,1059379,4409855350,D-3560,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1760,1266476,413336M-1266475,ATO model 413336M (Ricoh MPC4500AD),CL_63,COLOR COPIER 40-59 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
1761,1266478,402804M-1266477,ATO model 402804M (SP 4110),PB_04,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,4111101,MACHINE,210,B/W PRINTER,Y,29-05-2019,31-12-9999
1762,1266828,413590M-1266827,ATO model  413590M (MP2000SP),BW_02,B&W COPIER 20-39 CPM,4111101,MACHINE,120,B/W MFP,Y,29-05-2019,31-12-9999
1764,1266927,A2281113,GEAR Z46/17,4002,MECHANICAL PART,4111501,PART,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
1763,1059383,4409859710,D-3580,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1765,1266936,D0146070,ROLLER:INTERMEDIATE TRANSFER:ASS'Y,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1766,1059385,4409863570,D-6570,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1767,1266940,G1783126,COVER:FRONT:DRIVE:TONER SUPPLY,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1768,1059392,4409890370,OD-2060,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1769,1266941,G1783136,TONER SUPPLY UNIT:DRIVE,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1770,1059398,4409890610,HR-2060-L,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1771,1266944,G1784087,TENSION SPRING:TRANSFER:SECOND,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1772,1059400,4409890620,SR-2060H,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1773,1266947,G1784283,SHEET:STAY:1:FRAME:REAR,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1774,1059404,4409890710,B-6560,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1775,1266948,G1785823,HARNESS:POTENTIAL SENSOR:KC:,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1776,1059410,4409891010,BL-2460D,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1777,1266950,G1784909,SCREW:TRANSPORT,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1778,1059447,4409892530,HR-3580-U,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1779,1266951,G1785272,PCB:RB,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1780,1059616,4408690810,ROL-FEED,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1781,1266957,40X4228,T64 FILED K RGT/LFT/RDOOR 5BIN,4006,NON RICOH,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
1782,1059689,4408692080,K-HLDR-PAD-EDPM,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1783,1266961,99A2470,ROLL ASM BACKUP 22MM,4006,NON RICOH,4111501,PART,210,B/W PRINTER,Y,29-05-2019,31-12-9999
1784,1059690,4408692090,PAD-SPT-EPDM,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1785,1268165,402617M5,Option Class Finisher SR4000 402617M5,1099,OTHER OPTION,4111201,OPTION,120,B/W MFP,Y,29-05-2019,31-12-9999
1786,1059752,4408693250,ASM-HINGE-774-L,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1787,1268166,NUK9778080,FUSE LAMP BMV170,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1788,1059765,4409893350,BL-FC22D,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1789,1268170,NUKC2388A,HP C2388A MEMORY,3099,OTHER SUPPLY,4111401,SUPPLY,210,B/W PRINTER,Y,29-05-2019,31-12-9999
1790,1059781,4409893740,B-8070L,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1791,1268173,208295,FT3113 PHOTOCOPIER,OTHER,OTHER MACHINE,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
1792,1268174,208662,(D)FT6645,OTHER,OTHER MACHINE,4111101,MACHINE,110,ANALOGUE COPIER,Y,29-05-2019,31-12-9999
1793,1268177,411337,PS530 Paper Bank,1099,OTHER OPTION,4111201,OPTION,120,B/W MFP,Y,29-05-2019,31-12-9999
1794,1059823,4409892770,SR-6570H,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1795,1270256,402981M-1270255,ATO model 402981M (SP C420DN),PC_04,PAGE PRINTER COLOUR 30-39 PPM,4111101,MACHINE,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
1796,1059825,4409892790,B-6570H,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1797,1270502,402800M-1270501,ATO model 402800M (SP 4100),PB_04,PAGE PRINTER B&W CUT-SHEET 30-39 PPM,4111101,MACHINE,210,B/W PRINTER,Y,29-05-2019,31-12-9999
1798,1060285,44295004000,D-3500,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1799,1270602,406138M-1270601,ATO model 406138M (SP C222sf),MF_T3,MFP A4 LASER 20-29 CPM,4111101,MACHINE,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
1800,1060296,44299006000,OD-3500,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1801,1060298,44299019000,HR-3500U,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1802,1060299,44299020000,HR-3500L,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1804,1060307,44299062000,SR-FC31U,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1803,1270610,413334M-1270609,ATO model 413334M (NRG MPC3500AD),CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
1805,1060308,44299063000,B-FC31U,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1806,1060321,44301,WASHER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1807,1270616,402981M-1270615,ATO model 402981M (SP C420DN),PC_04,PAGE PRINTER COLOUR 30-39 PPM,4111101,MACHINE,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
1808,1060534,44480002307,TPH 260 R 39,4006,NON RICOH,4111501,PART,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
1809,1270750,413179M-1270749,ATO model 413179M (NRG MPC3000AD),CL_62,COLOR COPIER 20-39 CPM,4111101,MACHINE,130,B TO C MFP,Y,29-05-2019,31-12-9999
1810,1060567,44430002209,SENSOR GP1A75ER,4006,NON RICOH,4111501,PART,410,DIGITAL DUPLICATOR,Y,29-05-2019,31-12-9999
1811,1276314,B8042009,GUIDE PLATE:ENTRANCE:UPPER:OPEN AND,4099,OTHER PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1812,1060831,44218076000,SHEET-MGN-R314,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1813,1276317,D3312772,TENSION SPRING:PRESSURE:BALI-D,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1814,1060833,44218100000,ASM-CHGR-314,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1815,1276318,D3914080,SPRING PLATE:PLATE:REGISTRATION ROL,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1816,1060835,44218104000,GRID-CH-314,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1817,1276322,D3923159,RADIAL BALL BEARING:LF-1060ZZ:LL117,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1818,1060873,44217767000,K-GR-10S49-CLT,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1819,1276323,D3923160,RADIAL BALL BEARING:LNR-1360X3ZZ:LL,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1820,1060876,44217834000,GR-10S38-8-CL10,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1821,1060883,44217855000,GR-10S24/26,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1822,1060939,44218976000,TBU-KIT-FC31,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1823,1062134,4582302201KC,ROLLER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1824,1062314,6GC10010030,ROL-KIT-OFM-UM,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1825,1062322,5C0448,COUPLING - DRIVE,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1826,1062378,6C4508,IC - PWR DRIVER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1827,1062393,5C0734,BELT - TIMING, HTD,4006, 3MM,4111501,1,120,Y,29-05-2019,31-12-9999
1828,1062439,5C0586,BELT - TIMING,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1829,1062444,5C0602,SLEEVE - DIVERTER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1830,1062448,5C0624,SHAFT AY - INVERTER SERVO,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1831,1062449,5C0625,GEAR - 50T, SERVO,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
1832,1062473,6LA06825000,MA - KIT,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1833,1276324,D3923163,HARNESS:SENSOR:MB11925,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1834,1062485,6LA03087000,AUG-HOP-SUB-N,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1835,1062547,6LA06886000,ROL-KIT-81CST,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1836,1276325,D3924111,GROUND PLATE:ASS'Y,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1837,1062553,5C0762,GEAR - DRIVE, RETURN TRANS,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
1838,1276328,D3914086,PICKUP ROLLER:PF3091P302A,4001,ELECTRIC PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1839,1062555,5C0767,DRIVE MODULE -  RETURN TRA,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1840,1276332,D3926115,COVER:FRONT RIGHT:MB70186,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1841,1276339,D3927715,DECAL:EXIT:CAUTION,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1842,1062565,5C0870,PULLEY - IDLER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1843,1276343,KC795977,SPACER - DRIVE GEAR,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1844,1276346,D0291137,HOLDER:MAGNETIC CLUTCH:DEVELOPMENT,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1845,1062575,5C1805,SPRING - TORSION,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1846,1276352,D3914503,COVER:FRONT LOWER:PF4165Q680,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1847,1062590,5C1893,GEAR + BEARING AY - 27T,2,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
1848,1276358,D3928521,OPERATING INSTRUCTIONS:NA:CD-ROM,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1849,1276370,D3928540,OPERATING INSTRUCTIONS:EU:CD-ROM,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1850,1062630,6LA07134000,CLUTCH-G28-08D,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1851,1276377,FC61056000,PLATE, GRID,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
1852,1062660,6LA09005000,SEPR-ROLL-/5510/6510/8110,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1853,1276382,D3915251,PHOTOINTERRUPTOR:E314000729,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1854,1062686,5C3878,BEARING CAP AY - INTERMEDI,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1855,1276384,G1661382,BRACKET:BRAKE:COVER:UPPER,4099,OTHER PART,4111501,PART,220,COLOUR PRINTER,Y,29-05-2019,31-12-9999
1856,1062749,6LA15024000,ACTUATOR-RGST-N,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1857,1276388,41304097000,K-PLT-PLY/G,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1858,1062755,6LA15308000,MO-KIT-8110,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1859,1276389,FF60415010,NR#ELIMINATOR, STATIC CHARGE,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
1860,1062782,5C4316,PCB AY - MULTI-FEED DETECT,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1861,1276393,D3921193,BRACKET:LINK:MB10614,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1862,1062784,5C4326,ROLLER TRANSFER AY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1863,1062828,6LA23006000,DRUM OD-6510,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1864,1276395,D3921195,STAY:TRAY:REAR:MB10620,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1865,1062829,6LA23011000,Developer D-6510,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1866,1276397,HB11871000,BODY CASSETTE,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1867,1062830,6LA23055000,H/R Cleaning Web,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1868,1276402,FM20446010,COLOR DEVELOP.ASSEMB.M/C/Y,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1869,1062831,6LA23060000,H/R Web Press Roller,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1870,1276403,D3921208,BRACKET:SAFETY SWITCH:MB10639,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1871,1062835,6LA23092000,Heat Roller-8110-U,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1872,1276405,D3921210,BRACKET:SENSOR:MB10641,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1873,1062836,6LA27058000,Heat Roller 8110-L,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1874,1276408,D0145424,PCB:IMAGE PROCESSING UNIT:VE-C2,4099,OTHER PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1875,1062838,6LA27227000,DEV-BLACK-/3511/4511,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1876,1276412,FM25232000,NCU PCB ASSEMBLY,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1877,1062846,6LA27418000,BT-3511TR,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1878,1276417,D3915259,INTERFACE BOARD:PF4140K616,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1879,1062847,6LA27419000,BL-3511TR,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1880,1276418,D3915260,INTERFACE BOARD:PF4140K617,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1881,1062850,6LA27423000,FUSER-BELT-/3511/4511,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1882,1276419,D3921184,SYNCHRONOUS BELT:S2M:MB10598,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1883,1276420,D0251412,OPERATION SUB-UNIT:AT-C2:EU:ASS'Y,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1884,1062864,6LA29447000,TAPE-2191FR,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1885,1276421,D0291412,OPERATION SUB-UNIT:AP-C2:EU:ASS'Y,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1886,1276423,D0464463,GUIDE:COPY TRAY:INNER,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1887,1276424,AA000261,DECAL:BATTERY,4099,OTHER PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1888,1062883,6LE69843000,K-ROLL-PICK-UP2,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1889,1276426,AA001509,DECAL:SIDE FENCE:16X30,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1890,1062917,6LE69544000,SZ-RGT-121,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1891,1276427,AA063910,COMPRESSION SPRING:REGISTRATION:2.5,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1892,1062919,6LE69833000,K-ROLL-FEED,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1893,1276428,G1783186,MAGNETIC CLUTCH:TONER SUPPLY UNIT:A,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1894,1062956,6LE85856000,SCRAPER-HR-371,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1895,1276430,G1783742,GEAR:BRUSH ROLLER:APPLY,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1896,1063015,50BA40220KC,REVERSING ROLLER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1897,1063187,5012480,DIMM - 64MB FOR ULTRA 30/60,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1898,1276436,D0464464,COPY TRAY:REAR,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1899,1063200,5015019,PCB -AY SUN ETHERNET 2.0,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1900,1276440,D3337688,OPERATION SUB-UNIT:EU-B:ASS'Y,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1901,1063201,5015149,CPU ULTRA 10, 440MHZ,4111501, 2MB,120,4006,NON RICOH,Y,29-05-2019,31-12-9999
1902,1276441,A03U808201,FIXING DRIVE GEAR/B,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1903,1063308,5405455,DISK DRIVE ASSY. 73GB, 10K RPM,120,4006,NON RICOH,4111501,PART,Y,29-05-2019,31-12-9999
1904,1276442,B2003251,COVER:LOWER:HOLDER:TEC:BK,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1905,1276445,G1783746,GEAR:IDLER:SHAFT:APPLY,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1906,1063344,540076050KC,DRIVING SHAFT HOLDER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1907,1276447,D3921212,STAY:TRAY:UPPER:MB10644,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1908,1063482,55FA80521KC,DRUM FAN,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1909,1276450,D3921215,LOCK:TRAY:MB10652,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1910,1063494,55VAR75000KC,FEEDING ROLLER ASSY/A,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1911,1276451,D4405720,PCB:AT-C2A:EXP:SERVICE:ASS'Y,4099,OTHER PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1912,1063496,55VA15541KC,CLENAR COUPLING PART,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1913,1276454,B2003252,COVER:LOWER:HOLDER:TEC:M,4002,MECHANICAL PART,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1914,1063498,55VA40150KC,MULTI-FEED FEEDING ROLLER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1915,1276457,B2232027,PCU:AP:COLOR:EXP:ASS'Y,4005,DRUM,4111501,PART,130,B TO C MFP,Y,29-05-2019,31-12-9999
1916,1276460,G1785106,SHEET:GUIDE PLATE:UPPER,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1917,1276462,D3921186,BRACKET:SENSOR:MB10601,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1918,1276463,D3921187,STAY:MB10602,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1919,1063501,55VA41110,FEEDING RUBBER A,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1920,1276469,G1785107,SHEET:GUIDE PLATE:LOWER,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1921,1063502,55VA42120KC,SNAP RING,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1922,1276471,G1787906,OIL PAN:ASS'Y,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1923,1276474,D3921205,BRACKET:MICRO SWITCH:MB10636,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1924,1276478,G1783127,O-RING:5.8MM,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1925,1063503,55VA43360KC,LOCKING BEARING,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1926,1276480,G1783749,TENSION SPRING:COATING BAR:8N,4099,OTHER PART,4111501,PART,230,PRODUCTION PRINTER,Y,29-05-2019,31-12-9999
1927,1063544,5559514,PIN - 2mm,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1928,1276481,B4082184,GUIDE PLATE:EXIT:STAPLER,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1929,1063579,56AA40380KC,PAPER FEED REGULATING BLOCK,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1931,1063582,56AA40411KC,TORQUE LIMITTER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1930,1276482,B8303335,SHIFT TRAY:RIC,4099,OTHER PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1932,1063585,56AA80541KC,FAN,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1934,1063587,56AA82012KC,PAPER FEED DRIVE CLUTCH,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1933,1276486,D3915252,PHOTOINTERRUPTOR:E314000804,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1935,1063641,56AAR71600KC,SEPARATION ROLLER,4006,NON RICOH,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
1936,1276490,D3915257,INTERFACE BOARD:PF4140K614,4002,MECHANICAL PART,4111501,PART,120,B/W MFP,Y,29-05-2019,31-12-9999
