ITEM_ID,EDP_CODE,DESCRIPTION,PROD_SUB_TYPE_CODE,PROD_TYPE_CODE,PROD_LINE_CODE,PROD_SUB_TYPE_DESC,PROD_TYPE_DESC,PROD_LINE_DESC
10996,20013,DEPLIANT CP6244 - Q10,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
10998,15185,E323INGMIC,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
11006,10878,DPFU3MLEF SHEET FEEDER SAMPLE*,1099,4111201,220,OTHER OPTION,OPTION,COLOUR PRINTER
11013,16257,IR3300 AGRAFES L1 (3X5000),3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11014,17209,CT114BLKNRIC TONER BLK 1X220G,3099,4111401,140,OTHER SUPPLY,SUPPLY,COLOUR MFP
11020,NUKCPIF16-600,CPIF16 600 DPI COPYPRINTER I/FACE,4099,4111501,120,OTHER PART,PART,B/W MFP
11030,NUK4280DBLK,BLACK DEV 4280 2580 2682 4582 CD73 K,4099,4111501,120,OTHER PART,PART,B/W MFP
11042,NUK2527ZD,GESTETNER copier (CMR272),BW_02,4111101,110,B&W COPIER 20-39 CPM,MACHINE,ANALOGUE COPIER
11136,NUKRF11,SMSO REVERSE DF -7140/50/3943,4099,4111501,120,OTHER PART,PART,B/W MFP
11149,9400940,ENVELOPE FEEDER FOR CASSIS*,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
11153,37075059,CT101BLKGMCO TONER BLK1X111G**,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11161,16175,KXFP181 FILM THERM (X2),3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11168,15809,PS7100XRIC 2000 sheet LCT**,1099,4111201,220,OTHER OPTION,OPTION,COLOUR PRINTER
11176,16880,CPMT21CGRM B4 MASTER 1 ROLL,3099,4111401,410,OTHER SUPPLY,SUPPLY,DIGITAL DUPLICATOR
11180,893500,CPI8BLKXRCG INK BLK.PK6 1000CC,3006,4111401,410,INK,SUPPLY,DIGITAL DUPLICATOR
11182,411191,CS390XRIC 9 BIN MAILBOX**,1012,4111201,120,MAILBOX,OPTION,B/W MFP
11184,413926,RPCS PRINT UNIT TYPE 5000 RPL,2000,4111203,120,PRINT CONTROLLER,CONTROLLER,B/W MFP
11185,412912,Print/Scan Unit Type 7500 CRIC,2001,4111203,120,PRINT/SCAN CONTROLLER,CONTROLLER,B/W MFP
11186,208667,CMR452 NRG COPIER MODEL,BW_03,4111101,110,B&W COPIER 40-59 CPM,MACHINE,ANALOGUE COPIER
11187,410346,AF220 DIGITAL COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11191,926146,ARDF2108 ARDF KIR C2 **,OTHER,4111101,120,OTHER MACHINE,MACHINE,B/W MFP
11196,9000032,25101IIGARIC COPIER 230/50JP**,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11219,16151,CLC1150 TONER MAGENTA,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11222,888385,DT60YLWCRIC TONER YELLOW,3000,4111401,140,TONER,SUPPLY,COLOUR MFP
11229,2649523,2315GAMCH COPIER 230/50*,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11243,69982660,CPU11BLKCMCO PROCESS UN. BLK**,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11247,205485,NRG DIGITAL,DD_L_B4,4111101,410,DIGITAL DUPLICATOR B4,MACHINE,DIGITAL DUPLICATOR
11253,20095,DEPLIANT MP1100-1350,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11261,402823,FX200L DIGITAL MFP PRINTER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11264,412212,DIF3260JOGCGRIC JOGGER UNIT,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
11269,10431,CT29BLKGINL TONER BL*,3000,4111401,120,TONER,SUPPLY,B/W MFP
11275,15990,HP4100MP Toner noir GDE CAPA,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11278,413027,CSC5000BXRIC STAPLE REF TYPE M,3005,4111401,140,STAPLE,SUPPLY,COLOUR MFP
11279,209783,CMR222ECJRCK COPIER 120/60I$**,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11281,11206,DT48BLKCLEF TONER BLACK 6K @,3099,4111401,210,OTHER SUPPLY,SUPPLY,B/W PRINTER
11284,2654523,2430GAMCH COPIER 230/50*,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11285,16502,Toner cart 0034016HE HC-ST,3000,4111401,120,TONER,SUPPLY,B/W MFP
11286,10376,CT3BLKGMEX TONER BLK 1X330G**,3000,4111401,110,TONER,SUPPLY,ANALOGUE COPIER
11287,20047,DEPLIANT MP 3500/MP 4500,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11288,10319,"CPMT2GGRM MASTERS 16D B4/10@""",3007,4111401,410,MASTER,SUPPLY,DIGITAL DUPLICATOR
11292,414115,PRT ENHANCE OPTION TYPE 3350,2000,4111203,120,PRINT CONTROLLER,CONTROLLER,B/W MFP
11294,339495,FACSIMILE TRANSCEIVER,FP_IN,4111101,510,FAX PLAIN PAPER INKJET/BUBBLEJET,MACHINE,FACSIMILE
11302,16155,HPLJ9500 TONER JAUNE LJ9500,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11304,888447,PRINT CARTRIDGE TYPE 260 YLW,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11306,20103,DEPLIANT MP9000,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11310,20107,DEPLIANT P7431cn,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11314,400792,DT36BLKRRAI Toner Cart.723gr,3000,4111401,210,TONER,SUPPLY,B/W PRINTER
11319,999700,AT-C1a black toner sample,3099,4111401,140,OTHER SUPPLY,SUPPLY,COLOUR MFP
11333,16165,HPLJ4600 TONER MAGENTA LJ4600,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11336,20127,DEPLIANT DSc460,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11350,16280,IRC3100 BAC RECUP TONER,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11372,402958,DOSUNITTYPEJXRIC DATA OVERWR.,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
11377,17161,Guia Rapida MP2500/LN/SP,1018,4111201,120,OPERATING INSTRUCTIONS,OPTION,B/W MFP
11379,400398,DT16BLKXRIC TONER TYPE 1400$*,3000,4111401,210,TONER,SUPPLY,B/W PRINTER
11380,885412,DT38MGTGRPL TONER MAGENTA @*,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11388,208171,CSC4050MRIC STAPLE CARTRIDGE*,3005,4111401,120,STAPLE,SUPPLY,B/W MFP
11389,402887,SP3200RAI print cartridge,3002,4111401,120,AIO,SUPPLY,B/W MFP
11391,402277,RCY21G700**,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11395,20051,DEPLIANT MP C3500/C4500,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11399,885031,DT12BLKCRPL TONER BLK 700G EA@,3000,4111401,120,TONER,SUPPLY,B/W MFP
11401,16016,UF560 TONER NOIR,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11402,16273,CLC1000 TONER MAGENTA,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11407,413052,BN3010CHNXRAI 1 BIN TRAY,1099,4111201,130,OTHER OPTION,OPTION,B TO C MFP
11421,9000058,CMR431CARIC COPIER 220/50 JP**,BW_04,4111101,110,B&W COPIER 60-89 CPM,MACHINE,ANALOGUE COPIER
11427,960236,CT165CYNXSAMPLE CYAN**,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11429,412724,NRG DSM735 P DIG. COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11434,15956,GP160 KIT toner + tambour,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11435,208392,2513ZGARAI COPIER 220/50 CH**,BW_01,4111101,110,B&W COPIER 1-19 CPM,MACHINE,ANALOGUE COPIER
11440,412691,A041A WIDE FORMAT COPIER,WF_1A,4111101,110,WIDE FORMAT ANALOG 1-3 PPM,MACHINE,ANALOGUE COPIER
11448,208692,CFN55CARIC FINISHER 230/50*,1099,4111201,110,OTHER OPTION,OPTION,ANALOGUE COPIER
11450,412123,RICOH DIGITAL COPIER AF3228C,CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
11453,430230,FT150BLKXRIF TON.REC.CARTR.EA@,3000,4111401,510,TONER,SUPPLY,FACSIMILE
11455,413880,MP5000BCGRPL DIG COPIER,BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
11458,430439,1210D TONER CASSETTE,3000,4111401,510,TONER,SUPPLY,FACSIMILE
11464,339308,FACSIMILE TRANSCEIVER,FP_TO,4111101,510,FAX PLAIN PAPER TONER PRINTING,MACHINE,FACSIMILE
11467,412849,BN3000CHNXRAI INNER 1 BIN TRAY,1099,4111201,130,OTHER OPTION,OPTION,B TO C MFP
11468,9000050,CMR332CARIC COPIER 220/50 JP**,BW_02,4111101,110,B&W COPIER 20-39 CPM,MACHINE,ANALOGUE COPIER
11469,888250,DT338CYNCRIC TONER CYAN 275G**,3000,4111401,140,TONER,SUPPLY,COLOUR MFP
11470,412865,G3TYPEC3000XRIC G3 UNIT EU,1007,4111201,130,FAX OPTION,OPTION,B TO C MFP
11473,402444,CT165BLKXRIC TONER BLACK,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11478,9000053,CMR271CARIC COPIER 220/50JP**,BW_02,4111101,110,B&W COPIER 20-39 CPM,MACHINE,ANALOGUE COPIER
11480,887873,TONER CYN M5603 1170231*,3000,4111401,140,TONER,SUPPLY,COLOUR MFP
11482,400476,P7026N LASERPRINTER NRG,PB_03,4111101,210,PAGE PRINTER B&W CUT-SHEET 20-29 PPM,MACHINE,B/W PRINTER
11483,11155,PML30BCALEU PRINTER220-240/50*,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
11484,413713,RW3600 DWG/DXF/DWF Option XRIJ,2000,4111203,120,PRINT CONTROLLER,CONTROLLER,B/W MFP
11485,16179,UF490 TAMBOUR,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11486,209496,DF65MRIC RADF Ricoh Brand**,1005,4111201,120,DOCUMENT FEEDER,OPTION,B/W MFP
11490,412134,PS590XRIC PAPER BANK 2X500>*,1002,4111201,130,PAPERBANK,OPTION,B TO C MFP
11494,887705,CT103BLKGRIC Toner Blk.380g$!@,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11496,413843,NRG MP C3500 ARDF VERSION,CL_62,4111101,130,COLOR COPIER 20-39 CPM,MACHINE,B TO C MFP
11497,11056,DT5CYNCLEF TONER CYAN@,3099,4111401,220,OTHER SUPPLY,SUPPLY,COLOUR PRINTER
11503,20041,DEPLIANT MP1100-1350,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11507,14442,E323n LEXMARKPRINTER220-40/50*,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
11510,11043,DML24ECALEU PRINTER 220-240*,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
11514,400414,CS370XRIC 4-BIN MAILBOX**,1012,4111201,210,MAILBOX,OPTION,B/W PRINTER
11516,889490,CT98BLKMRPL TONER 1X415G#,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11518,401009,CMR121 NRG COPIER,BW_01,4111101,110,B&W COPIER 1-19 CPM,MACHINE,ANALOGUE COPIER
11521,405544,GC21BLKHYXRIC GEL BLACK,3003,4111401,310,GEL CARTRIDGE,SUPPLY,GELJET PRINTER
11522,20193,RIMP2500SP06GBN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11526,406146,CT220MGTCRIC AIO CARTR.MAGENTA,3002,4111401,220,AIO,SUPPLY,COLOUR PRINTER
11528,893104,CPI8BLKTRCG INK BLK.PK6 1000C*,3006,4111401,410,INK,SUPPLY,DIGITAL DUPLICATOR
11534,888609,PRINT CARTRIDGE MP C4500E YEL,3000,4111401,130,TONER,SUPPLY,B TO C MFP
11536,411353,DIF2045G3XCRIC G3 FOR EU >*,1007,4111201,120,FAX OPTION,OPTION,B/W MFP
11543,410085,DHPU4503HXRIC 3 HolePunchUnt$*,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
11550,410088,CS360CRIC 9-Bin Mailbox>**,1012,4111201,120,MAILBOX,OPTION,B/W MFP
11552,400443,DT17BLKTRIC TONER TYPE 2000<,3000,4111401,210,TONER,SUPPLY,B/W PRINTER
11553,20233,NAMPC3000006RUN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11554,9000021,CPMR360CARCG DIG DUP 220-240V*,OTHER,4111101,410,OTHER MACHINE,MACHINE,DIGITAL DUPLICATOR
11556,411679,DIF2018FXRAI FAX OPTION **,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
11558,208221,CMR331CARPL COPIER 220/50 UK**,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11559,961226,FAX UNIT EU KIRC3 SAMPLE**,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
11564,411583,SR910XRIC BOOKLET FINISHER>**,1010,4111201,140,FINISHER,OPTION,COLOUR MFP
11565,209313,FT7650/29 RICOH PP COPIER,BW_03,4111101,110,B&W COPIER 40-59 CPM,MACHINE,ANALOGUE COPIER
11566,206231,NRG WIDE-FORMAT COPIER,WF_XA,4111101,110,WIDE FORMAT ANALOG SINGLE COPY,MACHINE,ANALOGUE COPIER
11568,412635,CCABA040RXRIC TABLE TYPE 770#,1001,4111201,110,CABINET,OPTION,ANALOGUE COPIER
11569,20141,DEPLIANT DSm725-730,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11572,411330,DF76XRAI ARDF >**,1005,4111201,120,DOCUMENT FEEDER,OPTION,B/W MFP
11573,10981,DPFU4CLEF 250 SHEET FEEDER**,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
11574,400375,DEFU6XRIC EnvelopeFeeder2000**,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
11579,889850,TONER M5020 NEW 4800017,3000,4111401,120,TONER,SUPPLY,B/W MFP
11581,402015,DPFU600XRIC PAPER FEED UNIT*,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
11590,406134,PERSEUS-MF1B,MF_T3,4111101,220,MFP A4 LASER 20-29 CPM,MACHINE,COLOUR PRINTER
11591,893058,CPI5BLKMRCG INK BLK PK/6#,3006,4111401,410,INK,SUPPLY,DIGITAL DUPLICATOR
11593,20191,GAMP2500SP06RUN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11594,406144,CT220BLKCRIC AIO CARTR. BLACK,3002,4111401,220,AIO,SUPPLY,COLOUR PRINTER
11596,893102,CPI8BLKGRCG INK BLK.PK6 1000C*,3006,4111401,410,INK,SUPPLY,DIGITAL DUPLICATOR
11597,402852,AD1010XRCK DUPLEX UNIT,1006,4111201,210,DUPLEX UNIT,OPTION,B/W PRINTER
11599,412526,BYPASS1027ARIC BYPASS TRAY,1004,4111201,120,BYPASS UNIT,OPTION,B/W MFP
11603,411586,DHPU2238EU2XRIC PUNCH KIT EU2,1099,4111201,130,OTHER OPTION,OPTION,B TO C MFP
11606,410507,DHPU850E2HXRIC 2HOLEPUNCHUNT**,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
11607,209162,CMR222BFRA NRG COPIER,BW_02,4111101,110,B&W COPIER 20-39 CPM,MACHINE,ANALOGUE COPIER
11610,20215,RESPW2470004GBN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11616,413466,MP2510 DIGITAL COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11617,20099,DEPLIANT MP161F/MP161SPF,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11620,414237,Postscript3 UnitType2500XRIF,1013,4111201,120,PS3 OPTION,OPTION,B/W MFP
11623,368004,SMR36AMPRIC SCANNER 100-120V$*,OTHER,4111101,610,OTHER MACHINE,MACHINE,SCANNER
11627,20074,DEPLIANT CP6334,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11628,411519,AF2045E DIGITAL COPIER RICOH,BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
11630,209096,SR800XRIC FINISHER 230V **,1099,4111201,110,OTHER OPTION,OPTION,ANALOGUE COPIER
11632,400939,DEFU400XRAI ENVELOPE FEEDER,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
11635,15966,IRC3200 TONER MAGENTA,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11638,411418,MULTI-FUNCTION PRINTER/COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11641,885180,DT12BLKMRPL TONER BLK 700G EA#,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11642,15970,IRC3100C TONER MAGENTA,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11645,20159,NASP3200SF04PONN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11647,404049,DEVELOPER BLACK EMP156,4006,4111501,230,NON RICOH,PART,PRODUCTION PRINTER
11648,413404,RPCS PRINT UNIT TYPE 3010 RIF,2000,4111203,120,PRINT CONTROLLER,CONTROLLER,B/W MFP
11649,400138,CMR401CJRAI COP.120/60I CH.$**,BW_03,4111101,110,B&W COPIER 40-59 CPM,MACHINE,ANALOGUE COPIER
11667,20169,NAMP2500SP06SWN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11674,410848,FW770 WIDE FORMAT COPIER,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11675,205618,CPMR450 COPYPRINTER NRG,DD_H_A3,4111101,410,DIGITAL DUP A3 PRESS ROLLER DUPLEX,MACHINE,DIGITAL DUPLICATOR
11677,410663,DF70XRAI ARDF<*,1005,4111201,120,DOCUMENT FEEDER,OPTION,B/W MFP
11679,20145,DEPLIANT MP161/161L/161LN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11693,413414,PRT ENHANCE OPTION TP3010 RIF,2000,4111203,120,PRINT CONTROLLER,CONTROLLER,B/W MFP
11694,20003,DEPLIANT A080,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11697,411631,SR920XRPL MULTI-TRAY FINISHE**,1099,4111201,140,OTHER OPTION,OPTION,COLOUR MFP
11699,208921,ST10MRIC SORTER/STAPLER *,1010,4111201,110,FINISHER,OPTION,ANALOGUE COPIER
11700,402443,PPFU7521XRAI 530 SH PAPER FEED,1002,4111201,220,PAPERBANK,OPTION,COLOUR PRINTER
11703,412718,NRG DSM725 AD DIG. COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11706,334245,FAX FIXO UK VERSION 9645/P295/,FP_IN,4111101,510,FAX PLAIN PAPER INKJET/BUBBLEJET,MACHINE,FACSIMILE
11708,410143,NAD 30 NRG,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11711,888375,DT60CYNMRIC TR CYAN RICOH VW,3000,4111401,140,TONER,SUPPLY,COLOUR MFP
11714,888449,PRINT CARTRIDGE TYPE 260 CYN,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11715,205166,5310GARCG DIG DUP 220-240V*,DD_L_A4,4111101,410,DIGITAL DUPLICATOR A4,MACHINE,DIGITAL DUPLICATOR
11718,339493,FACSIMILE TRANSCEIVER,FP_IN,4111101,510,FAX PLAIN PAPER INKJET/BUBBLEJET,MACHINE,FACSIMILE
11721,339530,FAX 110FINAU RICOH FINNISH,FP_IN,4111101,510,FAX PLAIN PAPER INKJET/BUBBLEJET,MACHINE,FACSIMILE
11722,412861,FAXOPTC3000XRAI FAX UNIT EU,1007,4111201,130,FAX OPTION,OPTION,B TO C MFP
11723,20011,DEPLIANT 5490+ - Q10,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11724,410832,A070 DIG. WIDE COPIER SAMPLE*,OTHER,4111101,120,OTHER MACHINE,MACHINE,B/W MFP
11730,410634,AF1045 DIGITAL COPIER NRG,BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
11733,412261,DIF3232G3XRIC G3 INTERFACE,1007,4111201,130,FAX OPTION,OPTION,B TO C MFP
11738,16501,Toner cart 0024016SE black-ST,3000,4111401,120,TONER,SUPPLY,B/W MFP
11766,20155,NASP3200SF04FRNSF,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11774,20025,DEPLIANT DSc460,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11775,20118,DEPLIANT SP C410DN/SP C411DN,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11776,889779,CT105BLKGRIC TONER BLK 1X110G@,3000,4111401,110,TONER,SUPPLY,ANALOGUE COPIER
11778,401101,BW406e DF UNI VERS. RICOH,MF_T1,4111101,210,MFP A4 LASER 1-9 CPM,MACHINE,B/W PRINTER
11781,885301,CT116BLKCRIC TONER BLACK 670G@,3000,4111401,130,TONER,SUPPLY,B TO C MFP
11783,412539,RT45AXRIC LCT,1003,4111201,120,LCT,OPTION,B/W MFP
11790,20105,DEPLIANT MP C3500/C4500,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11792,20113,DEPLIANT SP1000SF,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11825,413336,RICOH DIGITAL COPIER MPC4500,CL_63,4111101,130,COLOR COPIER 40-59 CPM,MACHINE,B TO C MFP
11834,208945,CMR357UK NRG COPIER MODEL,BW_02,4111101,110,B&W COPIER 20-39 CPM,MACHINE,ANALOGUE COPIER
11841,410020,DMR35SCJRAI DIG COPY$**,OTHER,4111101,120,OTHER MACHINE,MACHINE,B/W MFP
11842,361017,DMR40CJRIC DIGCOPIER120/60I$**,OTHER,4111101,120,OTHER MACHINE,MACHINE,B/W MFP
11845,404014,HCFDDPXRIC FEEDER 92/184,1003,4111201,230,LCT,OPTION,PRODUCTION PRINTER
11846,11042,DML16ECALEU PRINTER 220-240*,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
11847,405511,GX3000 MAINFRAME,GE_01,4111101,310,GEL SINGLE FUNCYTION,MACHINE,GELJET PRINTER
11848,16178,UF755 TONER NOIR,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11849,888458,CT260BLKGRIC TONER BLACK @,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11852,412936,Fax Option Type 2000 XRAI,1007,4111201,120,FAX OPTION,OPTION,B/W MFP
11859,410514,CSC810BXRIC Staple Refill TP H,3005,4111401,120,STAPLE,SUPPLY,B/W MFP
11860,411669,AFICIO 2018 FOR NRG,BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
11862,412592,AF3035 PS RICOH DIG. COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11868,11854,CAPRI H 220V (Black) 220V*,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
11875,888501,DT432MGTCRIC TONER MAGENTA,3000,4111401,130,TONER,SUPPLY,B TO C MFP
11877,400885,PCR16 BASE VERSION,PC_02,4111101,220,PAGE PRINTER COLOUR 10-19 PPM,MACHINE,COLOUR PRINTER
11879,885025,CT102BLKCRPL TONER BLK@,3000,4111401,120,TONER,SUPPLY,B/W MFP
11882,16154,HPLJ9500 TONER CYAN LJ9500,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11883,341004,NRG 9765F,FP_TO,4111101,510,FAX PLAIN PAPER TONER PRINTING,MACHINE,FACSIMILE
11884,888372,DT60BLKMRIC TR BLK RICOH VW,3000,4111401,140,TONER,SUPPLY,COLOUR MFP
11885,414218,FINSR3010XRAI SHEET FINISHER,1010,4111201,120,FINISHER,OPTION,B/W MFP
11886,888446,PRINT CARTRIDGE TYPE 260 BLA,3000,4111401,220,TONER,SUPPLY,COLOUR PRINTER
11888,16505,HP Toner crt blk 6k f/laserjet,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11909,2785023,2335ZDGAMCO COPIER 220/50*,OTHER,4111101,110,OTHER MACHINE,MACHINE,ANALOGUE COPIER
11912,962387,DIE SET FOR STREAMPUNCH,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
11918,411308,AF2035 FOR NRG - CHINA VERSION,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11921,402844,SP 1000S DIGITAL MFP,BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
11936,18715,CCOPIDIS,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11940,411463,DMR13ACBRAI DIC COPIER 110V ó,BW_01,4111101,120,B&W COPIER 1-19 CPM,MACHINE,B/W MFP
11946,402604,PB3020XRIC PAPER TRAY (2x550),1002,4111201,210,PAPERBANK,OPTION,B/W PRINTER
11950,14534,DT58BLK LEXMARK TONER 32K @*,3099,4111401,210,OTHER SUPPLY,SUPPLY,B/W PRINTER
11951,20110,DEPLIANT P7575,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11960,413279,AFICIO MP3500 DIGITAL COPIER,BW_02,4111101,120,B&W COPIER 20-39 CPM,MACHINE,B/W MFP
11962,414516,MP5000CSPCGRPL CSP DIG COPIER,BW_03,4111101,120,B&W COPIER 40-59 CPM,MACHINE,B/W MFP
11963,20050,DEPLIANT MP C2500/3000,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11973,400944,DT51BLKXRAI AIO CARTRIDGE,3002,4111401,210,AIO,SUPPLY,B/W PRINTER
11975,404022,HCFEMP1156XRIC FEEDER,1003,4111201,230,LCT,OPTION,PRODUCTION PRINTER
11978,430537,FAX4430NF NRG UNIVERSAL,FP_TO,4111101,510,FAX PLAIN PAPER TONER PRINTING,MACHINE,FACSIMILE
11981,20092,DEPLIANT F550,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11987,14522,CPMT17GX MASTERS B4 PK/2 ó,3099,4111401,410,OTHER SUPPLY,SUPPLY,DIGITAL DUPLICATOR
11989,20052,DEPLIANT P7431C - Q20,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
11990,960855,TR5010TRIMLEMRIJ Trimmer,1010,4111201,120,FINISHER,OPTION,B/W MFP
12009,209792,DOCUMENT FEEDER MODEL,1099,4111201,110,OTHER OPTION,OPTION,ANALOGUE COPIER
12014,10642,PML12CALEU PRINTER 220-240/50*,OTHER,4111101,210,OTHER MACHINE,MACHINE,B/W PRINTER
12028,9400937,DUPLEX UNIT FOR CASSIS*,1099,4111201,210,OTHER OPTION,OPTION,B/W PRINTER
12036,9412941,Print/Scan for KIRC3 SAMPLE**,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
12038,926969,W3DIESET 3:1 WIRE 34 HOLE,1099,4111201,120,OTHER OPTION,OPTION,B/W MFP
12057,11058,DT5YLWCLEF TONER YELLOW@,3099,4111401,220,OTHER SUPPLY,SUPPLY,COLOUR PRINTER
12067,18700,TC4N,3099,4111401,120,OTHER SUPPLY,SUPPLY,B/W MFP
